1.005092000	0
1.205185000	0
1.215364000	0
1.216308000	536
1.217252000	536
1.218196000	536
1.219140000	536
1.220084000	536
1.221028000	536
1.221972000	536
1.222916000	536
1.223860000	536
1.224804000	536
1.416824000	0
1.418712000	0
1.420600000	0
1.422488000	0
1.424376000	0
1.427854000	536
1.428798000	536
1.429742000	536
1.430686000	536
1.431630000	536
1.432574000	536
1.433518000	536
1.434462000	536
1.435406000	536
1.436350000	536
1.437294000	536
1.438238000	536
1.439182000	536
1.440126000	536
1.441070000	536
1.442014000	536
1.442958000	536
1.443902000	536
1.625320000	0
1.629313000	0
1.631201000	0
1.633089000	0
1.634977000	0
1.636350000	536
1.636865000	0
1.637294000	536
1.638753000	0
1.640344000	536
1.640641000	0
1.641288000	536
1.642232000	536
1.642529000	0
1.643176000	536
1.644120000	536
1.644417000	0
1.645064000	536
1.646008000	536
1.646952000	536
1.647896000	536
1.648840000	536
1.649784000	536
1.650728000	536
1.651672000	536
1.652616000	536
1.653560000	536
1.654504000	536
1.655448000	536
1.656392000	536
1.657336000	536
1.658280000	536
1.659224000	536
1.660168000	536
1.661112000	536
1.662056000	536
1.663000000	536
1.663944000	536
1.664888000	536
1.665832000	536
1.666776000	536
1.667720000	536
1.668664000	536
1.669608000	536
1.670552000	536
1.671496000	536
1.672440000	536
1.673384000	536
1.837809000	0
1.841803000	0
1.843691000	0
1.845579000	0
1.847467000	0
1.848840000	536
1.849355000	0
1.849784000	536
1.850728000	536
1.851243000	0
1.851672000	536
1.852833000	536
1.853131000	0
1.853777000	536
1.854721000	536
1.855019000	0
1.855665000	536
1.856609000	536
1.856907000	0
1.857553000	536
1.858497000	536
1.858795000	0
1.859441000	536
1.860385000	536
1.860683000	0
1.861329000	536
1.862273000	536
1.862571000	0
1.863217000	536
1.864161000	536
1.864459000	0
1.865105000	536
1.866049000	536
1.866347000	0
1.866993000	536
1.867937000	536
1.868235000	0
1.868881000	536
1.869825000	536
1.870123000	0
1.870769000	536
1.871713000	536
1.872011000	0
1.872657000	536
1.873601000	536
1.873899000	0
1.874545000	536
1.875489000	536
1.876433000	536
1.877377000	536
1.878321000	536
1.879265000	536
1.880209000	536
1.881153000	536
1.882097000	536
1.883041000	536
1.883985000	536
1.884929000	536
1.885873000	536
1.886817000	536
1.887761000	536
1.888705000	536
1.889649000	536
1.890593000	536
1.891537000	536
1.892481000	536
1.893425000	536
1.894369000	536
1.895313000	536
1.896257000	536
1.897201000	536
1.898145000	536
1.899089000	536
1.900033000	536
1.900977000	536
1.901921000	536
1.902865000	536
1.903809000	536
1.904753000	536
1.905697000	536
1.906641000	536
1.907585000	536
1.908529000	536
1.909473000	536
1.910417000	536
1.911361000	536
1.912305000	536
1.913249000	536
1.914193000	536
1.915137000	536
1.916081000	536
1.917025000	536
1.917969000	536
1.918913000	536
1.919857000	536
2.050299000	0
2.052187000	0
2.054292000	0
2.056180000	0
2.058068000	0
2.059956000	0
2.061329000	536
2.061844000	0
2.062273000	536
2.063217000	536
