1.000000000	0
1.210278000	0
1.210278000	0
1.210364000	536
1.211308000	536
1.212252000	536
1.213196000	536
1.214140000	536
1.215084000	536
1.216028000	536
1.216972000	536
1.217916000	536
1.218860000	536
1.421910000	0
1.421910000	536
1.422854000	536
1.423798000	0
1.423798000	536
1.424742000	536
1.425686000	0
1.425686000	536
1.426630000	536
1.427574000	0
1.427574000	536
1.428518000	536
1.429462000	0
1.429462000	536
1.430406000	536
1.431350000	536
1.432294000	536
1.433238000	536
1.434182000	536
1.435126000	536
1.436070000	536
1.437014000	536
1.437958000	536
1.630406000	0
1.630406000	536
1.631350000	536
1.634400000	0
1.634400000	536
1.635344000	536
1.636288000	0
1.636288000	536
1.637232000	536
1.638176000	0
1.638176000	536
1.639120000	536
1.640064000	0
1.640064000	536
1.641008000	536
1.641952000	0
1.641952000	536
1.642896000	536
1.643840000	0
1.643840000	536
1.644784000	536
1.645728000	0
1.645728000	536
1.646672000	536
1.647616000	0
1.647616000	536
1.648560000	536
1.649504000	0
1.649504000	536
1.650448000	536
1.651392000	536
1.652336000	536
1.653280000	536
1.654224000	536
1.655168000	536
1.656112000	536
1.657056000	536
1.658000000	536
1.658944000	536
1.659888000	536
1.660832000	536
1.661776000	536
1.662720000	536
1.663664000	536
1.664608000	536
1.665552000	536
1.666496000	536
1.667440000	536
1.842896000	0
1.842896000	536
1.843840000	536
1.844784000	536
1.845728000	536
1.846889000	0
1.846889000	536
1.847833000	536
1.848777000	0
1.848777000	536
1.849721000	536
1.850665000	0
1.850665000	536
1.851609000	536
1.852553000	0
1.852553000	536
1.853497000	536
1.854441000	0
1.854441000	536
1.855385000	536
1.856329000	0
1.856329000	536
1.857273000	536
1.858217000	0
1.858217000	536
1.859161000	536
1.860105000	0
1.860105000	536
1.861049000	536
1.861993000	0
1.861993000	536
1.862937000	536
1.863881000	0
1.863881000	536
1.864825000	536
1.865769000	0
1.865769000	536
1.866713000	536
1.867657000	0
1.867657000	536
1.868601000	536
1.869545000	0
1.869545000	536
1.870489000	536
1.871433000	0
1.871433000	536
1.872377000	536
1.873321000	0
1.873321000	536
1.874265000	536
1.875209000	0
1.875209000	536
1.876153000	536
1.877097000	0
1.877097000	536
1.878041000	536
1.878985000	0
1.878985000	536
1.879929000	536
1.880873000	536
1.881817000	536
1.882761000	536
1.883705000	536
1.884649000	536
1.885593000	536
1.886537000	536
1.887481000	536
1.888425000	536
1.889369000	536
1.890313000	536
1.891257000	536
1.892201000	536
1.893145000	536
1.894089000	536
1.895033000	536
1.895977000	536
1.896921000	536
1.897865000	536
1.898809000	536
1.899753000	536
1.900697000	536
1.901641000	536
1.902585000	536
1.903529000	536
1.904473000	536
1.905417000	536
1.906361000	536
1.907305000	536
1.908249000	536
1.909193000	536
1.910137000	536
1.911081000	536
1.912025000	536
1.912969000	536
1.913913000	536
2.055385000	0
2.055385000	536
2.056329000	536
2.057273000	0
2.057273000	536
2.058217000	536
2.059161000	536
2.059379000	0
2.060105000	536
2.061049000	536
2.061267000	0
2.061993000	536
2.062937000	536
2.063155000	0
2.063881000	536
2.064825000	536
2.065043000	0
2.065769000	536
2.066713000	536
2.066931000	0
2.067657000	536
2.068601000	536
2.068819000	0
2.069545000	536
2.070489000	536
2.070707000	0
2.071433000	536
2.072377000	536
2.072595000	0
2.073321000	536
2.074265000	536
2.074483000	0
2.075209000	536
2.076153000	536
2.076371000	0
2.077097000	536
2.078041000	536
2.078259000	0
2.078985000	536
2.079929000	536
2.080147000	0
2.080873000	536
2.081817000	536
2.082035000	0
2.082761000	536
2.083705000	536
2.083923000	0
2.084649000	536
2.085593000	536
2.085811000	0
2.086537000	536
2.087481000	536
2.087699000	0
2.088425000	536
2.089369000	536
2.089587000	0
2.090313000	536
2.091257000	536
2.091475000	0
2.092201000	536
2.093145000	536
2.093363000	0
2.094089000	536
2.095033000	536
2.095251000	0
2.095977000	536
2.096921000	536
2.097139000	0
2.097865000	536
2.098809000	536
2.099027000	0
2.099753000	536
2.100697000	536
2.100915000	0
2.101641000	536
2.102585000	536
2.102803000	0
